id,category,muscle_group,difficulty,demonstration_url,description,created_at,name_en,name_es,equipment,type,is_compound,movement_pattern,notes,slug,instructions
8e198a0a-f530-4cdd-af36-480ba877bda1,chest,pectorals,beginner,,"The push-up is a foundational bodyweight compound exercise targeting the pectoralis major, triceps, and anterior deltoids. It requires no equipment and can be progressively loaded through variations.",2026-04-24T22:58:47.864633+00:00,Push-Up,Flexión de brazos,bodyweight,calisthenics,True,horizontal_push,,push-up,"Start in a high plank with hands shoulder-width apart, body in a straight line from head to heels. Lower your chest toward the floor by bending your elbows at about 45 degrees. Stop just before your chest touches the ground. Press back up to the starting position. Repeat for desired reps."
ce31f3cb-d209-4293-aaf4-d8ade9bd78d2,chest,triceps/chest,intermediate,,"The diamond push-up places hands close together forming a diamond shape, shifting emphasis from the chest to the triceps. It is one of the most effective bodyweight triceps exercises.",2026-04-24T22:58:47.864633+00:00,Diamond Push-Up,Flexión diamante,bodyweight,calisthenics,True,horizontal_push,,diamond-push-up,"Start in a plank position with hands placed close together directly under your chest, forming a diamond shape with your index fingers and thumbs. Lower your chest toward your hands. Press back up to the starting position. Repeat for desired reps."
f18073c3-addf-4bc7-8591-277ce1ca03ea,chest,upper chest,intermediate,,"The decline push-up is performed with feet elevated, increasing the angle and shifting emphasis to the upper chest and anterior deltoids. The higher the feet, the more shoulder-dominant the movement becomes.",2026-04-24T22:58:47.864633+00:00,Decline Push-Up,Flexión declinada,bodyweight,calisthenics,True,horizontal_push,,decline-push-up,"Place your feet on an elevated surface (bench, chair, or step) and hands on the floor shoulder-width apart. Keep your body in a straight line. Lower your chest toward the floor by bending your elbows. Press back up to the starting position. Repeat for desired reps."
cb80c952-e124-402e-ac76-6a8bfa847a78,chest,upper chest,intermediate,,The incline barbell bench press targets the upper portion of the pectoralis major and anterior deltoid by pressing from an angled position. It is essential for complete chest development.,2026-04-24T22:58:47.864633+00:00,Incline Barbell Bench Press,Press inclinado con barra,barbell,gym,True,incline_push,,incline-barbell-bench-press,Set the bench to 30-45 degrees. Lie back and grip the barbell slightly wider than shoulder-width. Unrack and hold above your upper chest. Lower the bar to your upper chest with elbows at 45-60 degrees. Press back up to the starting position. Repeat for desired reps.
3827d55d-3f25-456e-adca-bba079aaead8,chest,upper chest,intermediate,,The incline dumbbell bench press targets the upper chest with greater range of motion than the barbell version. It allows each arm to work independently for balanced development.,2026-04-24T22:58:47.864633+00:00,Incline Dumbbell Bench Press,Press inclinado con mancuernas,dumbbells,gym,True,incline_push,,incline-dumbbell-bench-press,Set an adjustable bench to 30-45 degrees. Sit back holding a dumbbell in each hand at upper chest level. Press the dumbbells up and together until arms are nearly extended. Lower back with control to chest level. Repeat for desired reps.
8f4d722e-e8c9-4625-a83d-8b89324ba9e5,chest,upper chest,beginner,,"The incline push-up is an easier push-up variation with hands elevated on a surface. It reduces bodyweight load, making it suitable for beginners or as a warm-up movement.",2026-04-24T22:58:47.864633+00:00,Incline Push-Up,Flexión inclinada,bodyweight,calisthenics,True,horizontal_push,,incline-push-up,"Place your hands on an elevated surface such as a bench, step, or wall at shoulder-width. Keep your body in a straight line from head to heels. Lower your chest toward the surface. Press back up to the starting position. Repeat for desired reps."
f8b91679-4ed3-42e9-9df4-df5152a7f970,core,abdominals,beginner,,"The ab crunch machine provides a guided resistance for core flexion, targeting the rectus abdominis with adjustable weight and reduced hip flexor involvement.",2026-04-24T22:58:47.864633+00:00,Ab Crunch Machine,Máquina de abdominales,machine,gym,True,spinal_flexion,,ab-crunch-machine,"Adjust the machine seat and select the desired weight. Sit with your back flat and grip the handles or pads. Crunch forward by flexing your spine, bringing your ribcage toward your hips. Squeeze your abs at the bottom. Slowly return to the starting position. Repeat for desired reps."
ebe3a2d6-720a-4903-bd89-76ba779da5a6,core,abdominals,advanced,,The ab wheel rollout is an advanced anti-extension core exercise that challenges the entire core from a kneeling or standing position. It develops both strength and stability.,2026-04-24T22:58:47.864633+00:00,Ab Wheel Rollout,Rueda abdominal,ab wheel,gym,True,anti_extension,,ab-wheel-rollout,"Kneel on a mat and grip an ab wheel with both hands. Place the wheel on the floor in front of you. Slowly roll the wheel forward, extending your body as far as you can while keeping your core tight and lower back neutral. Roll back to the starting position by contracting your abs and pulling the wheel back under you. Repeat for desired reps."
a17ae501-9206-426c-a4df-375ca7c21144,core,abdominals,beginner,,"The cable crunch uses a high cable with a rope attachment to add resistance to spinal flexion, making it the most progressive crunch variation for building rectus abdominis thickness.",2026-04-24T22:58:47.864633+00:00,Cable Crunch,Crunch en polea,cable,gym,True,spinal_flexion,,cable-crunch,"Attach a rope to a high cable pulley. Kneel in front of the machine and grip the rope behind your head with palms facing each other. Crunch downward by flexing your spine, bringing your elbows toward your knees. Squeeze your abs at the bottom. Return with control to the starting position. Repeat for desired reps."
6aedb799-e9d9-4ae1-8f13-60408c2942e0,core,abdominals,beginner,,The crunch is the most basic core isolation exercise targeting the rectus abdominis. It uses a shortened range of motion compared to a sit-up to reduce hip flexor involvement.,2026-04-24T22:58:47.864633+00:00,Crunch,Crunch abdominal,bodyweight,calisthenics,True,spinal_flexion,,crunch,"Lie on your back with knees bent and feet flat on the floor. Place your hands behind your head or crossed over your chest. Curl your shoulders off the floor by contracting your abs, keeping your lower back in contact with the floor. Squeeze at the top. Lower back down with control. Repeat for desired reps."
edd72641-d8f9-4b5d-92b8-bfd25f204879,core,abdominals,beginner,,The plank is a fundamental isometric core exercise that develops anti-extension strength and endurance throughout the entire trunk. It requires no equipment and serves as the basis for many core progressions.,2026-04-24T22:58:47.864633+00:00,Plank,Plancha,bodyweight,calisthenics,True,anti_extension,,plank,"Get into a push-up position and lower onto your forearms. Elbows directly under your shoulders. Keep your body in a perfectly straight line from head to heels. Engage your core, glutes, and quads. Breathe steadily. Avoid letting your hips sag or rise. Hold for the desired duration."
63cde235-6bb6-496b-88d7-976d891c1dfd,core,abdominals,beginner,,The sit-up is a full range spinal flexion exercise that targets the rectus abdominis and hip flexors. It provides a greater range of motion than the crunch.,2026-04-24T22:58:47.864633+00:00,Sit-Up,Abdominal completo,bodyweight,calisthenics,True,spinal_flexion,,sit-up,"Lie on your back with knees bent and feet flat on the floor. Place your hands behind your head or crossed over your chest. Curl your entire upper body off the floor, reaching toward your knees. Lower back down with control. Repeat for desired reps."
3ce5f9c1-5c03-4356-866d-cf0c4ae108db,core,core,beginner,,"The hollow body hold is a gymnastics-based isometric core exercise that trains the abs, hip flexors, and serratus anterior simultaneously. It develops deep core stability crucial for advanced bodyweight skills.",2026-04-24T22:58:47.864633+00:00,Hollow Body Hold,Hollow hold,bodyweight,calisthenics,True,anti_extension,,hollow-body-hold,"Lie on your back with arms extended overhead and legs straight. Press your lower back into the floor by engaging your core. Lift your shoulders and legs off the floor simultaneously, keeping your legs together and arms close to your ears. Hold the hollow banana shape with lower back pressed to the floor. Breathe steadily and hold for desired duration."
dad7f29f-73ed-42b4-a0e4-30f8439123ac,core,core,advanced,,"The L-sit is an advanced gymnastics-based hold performed on parallel bars, rings, or the floor. It simultaneously trains the abs, hip flexors, triceps, and shoulders under isometric tension.",2026-04-24T22:58:47.864633+00:00,L-Sit,L-sit,bodyweight,calisthenics,True,isometric_core,,l-sit,"Grip parallel bars or dip handles and push yourself up with arms straight. Raise both legs in front of you to hip height, forming an L-shape with your body. Keep your legs straight and feet flexed. Hold for desired duration while keeping arms straight and shoulders depressed. Lower with control."
4f1f4ae2-ea0b-4aae-b8a3-c6834034dd42,core,core/cardio,beginner,,"Mountain climbers are a dynamic core exercise that combines plank stability with alternating knee drives. They challenge the abs, hip flexors, and provide a cardiovascular stimulus.",2026-04-24T22:58:47.864633+00:00,Mountain Climbers,Escaladores,bodyweight,calisthenics,True,dynamic_core,,mountain-climbers,Start in a high plank position with hands under shoulders and body in a straight line. Drive one knee toward your chest while keeping the other leg extended. Quickly switch legs in a running motion. Continue alternating as fast as possible while maintaining a neutral spine. Perform for desired reps or time.
abe672a1-9ea1-48aa-a0fb-6e0dcffd0ccd,core,deep core,beginner,,The bird dog is a core stability exercise that trains anti-rotation and spinal stabilization by extending opposite limbs from a quadruped position. It is key for lower back health.,2026-04-24T22:58:47.864633+00:00,Bird Dog,Bird dog,bodyweight,calisthenics,True,anti_rotation,,bird-dog,Start on hands and knees with hands under shoulders and knees under hips. Engage your core. Extend your right arm and left leg simultaneously until both are parallel to the floor. Hold for 2-3 seconds. Return to starting position. Switch to left arm and right leg. Continue alternating for desired reps.
fab3e2e3-e8f3-487d-aaf1-6ba277248b93,core,deep core,beginner,,The dead bug is an anti-extension core exercise that strengthens the deep abs and protects the lower back by maintaining a neutral spine while moving opposite limbs.,2026-04-24T22:58:47.864633+00:00,Dead Bug,Dead bug,bodyweight,calisthenics,True,anti_extension,,dead-bug,Lie on your back with arms extended toward the ceiling and knees bent at 90 degrees in the air (tabletop). Press your lower back firmly into the floor. Lower your right arm overhead and extend your left leg simultaneously toward the floor without touching. Return to starting position. Repeat on opposite side. Continue alternating for desired reps.
5cc61247-59a3-4e10-9bda-5d2fb19c37e4,core,lower abs,intermediate,,The hanging knee raise targets the lower abs and hip flexors by raising the knees toward the chest while hanging from a bar. It also develops grip strength.,2026-04-24T22:58:47.864633+00:00,Hanging Knee Raise,Elevación de rodillas colgado,bodyweight,calisthenics,True,hip_flexion,,hanging-knee-raise,"Hang from a pull-up bar with an overhand grip, hands shoulder-width apart. Let your body hang fully. Raise your knees toward your chest by contracting your abs. Hold briefly at the top. Lower with control. Repeat for desired reps."
c6c53728-1f56-4ae2-99f7-818b675355c3,core,lower abs,advanced,,"The hanging leg raise is a more demanding version of the knee raise, extending the legs straight for greater lever arm and lower ab activation. Requires significant core strength.",2026-04-24T22:58:47.864633+00:00,Hanging Leg Raise,Elevación de piernas colgado,bodyweight,calisthenics,True,hip_flexion,,hanging-leg-raise,"Hang from a pull-up bar with an overhand grip. Keeping legs straight and together, raise them until they are parallel to the floor or higher. Squeeze the abs at the top. Lower with control. Avoid swinging. Repeat for desired reps."
7698e8da-482d-4571-843e-e4e37164dc17,core,obliques,beginner,,"The Russian twist is a rotational core exercise targeting the obliques and rectus abdominis. It can be performed with bodyweight or added load from a medicine ball, dumbbell, or plate.",2026-04-24T22:58:47.864633+00:00,Russian Twist,Giro ruso,bodyweight,calisthenics,True,rotation,,russian-twist,"Sit on the floor with knees bent and feet slightly off the ground. Lean back slightly while keeping your back straight. Hold your hands together or grip a weight in front of you. Rotate your torso to one side, then the other in a controlled motion. Repeat for desired reps per side."
a7419365-dfb7-4f95-af1b-d537988e9a17,core,obliques,beginner,,The side plank is an isometric lateral core exercise that specifically targets the obliques and quadratus lumborum. It builds lateral stability crucial for spine health and athletic performance.,2026-04-24T22:58:47.864633+00:00,Side Plank,Plancha lateral,bodyweight,calisthenics,True,anti_lateral_flexion,,side-plank,Lie on your side and prop yourself up on your forearm with your elbow under your shoulder. Stack your feet on top of each other. Raise your hips off the floor until your body forms a straight diagonal line. Keep your core engaged and hips square. Breathe steadily. Hold for desired duration then switch sides.
5451561a-66bf-41a6-b1dd-7547f932a4e1,functional,conditioning,beginner,,"Battle ropes are a high-intensity functional training tool that develops cardiovascular fitness, upper body endurance, and grip strength through alternating or simultaneous wave patterns.",2026-04-24T22:58:47.864633+00:00,Battle Ropes,Cuerdas de batalla,battle ropes,functional,True,conditioning,,battle-ropes,Anchor the rope to a fixed point and hold one end in each hand. Stand with feet shoulder-width apart and knees slightly bent. Generate waves by alternating arm movements up and down with maximum power. Keep your core braced and maintain good posture throughout. Perform for desired time intervals.
effb687b-1e19-405c-8097-7e7829f8badc,functional,full body,intermediate,,"The burpee is a full-body functional exercise combining a squat, push-up, and jump. It develops cardiovascular fitness, strength, and coordination simultaneously with no equipment required.",2026-04-24T22:58:47.864633+00:00,Burpee,Burpee,bodyweight,functional,True,burpee,,burpee,Stand with feet shoulder-width apart. Squat down and place hands on the floor in front of you. Jump or step feet back into a plank position. Perform a push-up. Jump feet back toward your hands into a squat. Explosively jump up with arms overhead. Land softly and immediately go into the next rep.
e4433430-5ccd-4015-8045-218f52f2b3e8,functional,full body,beginner,,"The medicine ball slam is a power exercise that develops explosive full-body strength and cardiovascular conditioning. It targets the lats, abs, and shoulders through a maximal overhead to floor throwing motion.",2026-04-24T22:58:47.864633+00:00,Medicine Ball Slam,Golpe con balón medicinal,medicine ball,functional,True,slam,,medicine-ball-slam,Stand with feet shoulder-width apart holding a medicine ball. Raise the ball overhead with arms extended. Engage your core and slam the ball into the floor as hard as possible by contracting your abs and lats. Catch the ball on the bounce or pick it up. Repeat immediately for desired reps.
6189e828-808b-4778-8495-401110b9796f,functional,full body,intermediate,,"The sled push is a functional strength and conditioning exercise that develops lower body power, cardiovascular endurance, and full-body strength through horizontal force production.",2026-04-24T22:58:47.864633+00:00,Sled Push,Empuje de trineo,sled,functional,True,push,,sled-push,Load the sled with appropriate weight. Place both hands on the poles at shoulder height. Lean forward at about 45 degrees and drive the sled forward by pushing through your legs with powerful strides. Keep your back flat and core braced throughout. Push for desired distance.
f3e474d8-487c-4f3d-a3da-48a4b0086591,functional,glutes/hamstrings,intermediate,,"The kettlebell swing is a fundamental hip hinge movement that develops explosive hip extension, posterior chain strength, and cardiovascular conditioning. It uses the power of the hips rather than the arms.",2026-04-24T22:58:47.864633+00:00,Kettlebell Swing,Swing con kettlebell,kettlebell,functional,True,hinge_power,,kettlebell-swing,Stand with feet shoulder-width apart and a kettlebell on the floor slightly in front of you. Hinge at the hips and grip the bell. Pull it back between your legs with a hiking motion. Drive your hips forward explosively to swing the bell to chest height. Let gravity bring it back through your legs and immediately repeat. Use your hips not your arms.
de7bc5f1-207e-40a8-9942-e6d433a6faa0,functional,grip/core,beginner,,"The farmer's walk is a loaded carry exercise that develops total body strength, grip endurance, traps, and core stability. It is highly functional and transfers to everyday activities.",2026-04-24T22:58:47.864633+00:00,Farmer's Walk,Caminata del granjero,dumbbells,functional,True,carry,,farmer-s-walk,"Pick up a heavy dumbbell, kettlebell, or trap bar in each hand. Stand tall with shoulders retracted and core braced. Walk forward for the desired distance taking short controlled steps. Keep the weights at your sides without letting them touch your body. Maintain upright posture throughout."
ce2a8794-8545-45bc-947f-1b4e3bba7be6,functional,legs/power,intermediate,,The box jump is a plyometric exercise that develops lower body explosive power and reactive strength. Landing on a box reduces joint impact compared to depth jumps.,2026-04-24T22:58:47.864633+00:00,Box Jump,Salto al cajón,box,functional,True,jump,,box-jump,"Stand facing a sturdy box with feet shoulder-width apart. Bend your knees into a quarter squat and swing your arms back. Explosively jump onto the box, swinging your arms forward for momentum. Land softly with both feet flat on the box and knees slightly bent. Stand up fully. Step back down (do not jump down). Repeat for desired reps."
9a693583-a1f0-45bb-82e5-af85513debdb,legs,adductors,beginner,,"Hip adduction exercises target the adductor muscles of the inner thigh. Commonly performed on a machine or with cable, it strengthens hip stability and groin muscles.",2026-04-24T22:58:47.864633+00:00,Hip Adduction,Aducción de cadera,machine,gym,True,hip_adduction,,hip-adduction,Sit on the hip adduction machine and adjust the pads to the outside of your thighs. Select the desired weight. Bring your thighs together against the resistance by contracting your inner thighs. Hold briefly at the end. Slowly return to the starting position. Repeat for desired reps.
64d8cbe8-206f-499b-85cd-5adb77da4fe2,legs,calves,beginner,,The calf raise is an isolation exercise for the gastrocnemius and soleus muscles of the lower leg. It can be performed standing or seated with bodyweight or added load.,2026-04-24T22:58:47.864633+00:00,Calf Raise,Elevación de talones,machine,gym,True,ankle_plantarflexion,,calf-raise,Stand with feet hip-width apart and the balls of your feet on the edge of a step or flat on the floor. Rise up onto your tiptoes by contracting your calves. Hold briefly at the top. Lower your heels as far down as possible. Repeat for desired reps.
ff697157-b376-4fb5-96b7-de2a2d235043,legs,calves,beginner,,"The seated calf raise specifically targets the soleus muscle (the deeper calf) because the knee is bent, which de-emphasizes the gastrocnemius. Essential for complete calf development.",2026-04-24T22:58:47.864633+00:00,Seated Calf Raise,Elevación de talones sentado,machine,gym,True,ankle_plantarflexion,,seated-calf-raise,Sit on the seated calf raise machine with your thighs under the pads and the balls of your feet on the step. Lower your heels as far as possible to get a full stretch. Press up onto your tiptoes by contracting your calves. Hold at the top. Lower slowly. Repeat for desired reps.
d5e44580-6812-4e2a-aecb-5b4a32ce6133,legs,calves,beginner,,"The standing calf raise targets the gastrocnemius, the larger calf muscle that is visible from the outside. Performed standing with legs straight to maximize gastrocnemius activation.",2026-04-24T22:58:47.864633+00:00,Standing Calf Raise,Elevación de talones de pie,machine,gym,True,ankle_plantarflexion,,standing-calf-raise,Stand on the edge of a step or calf raise machine with feet hip-width apart. Keep legs straight. Lower your heels below the step for a full stretch. Press up onto your tiptoes. Squeeze at the top. Lower with control. Repeat for desired reps.
fe863405-0134-425a-8916-8960e7d547cc,legs,glutes,beginner,,The cable kickback isolates the gluteus maximus using a low cable pulley with an ankle attachment. The constant cable tension throughout the range of motion makes it superior to bodyweight kickbacks.,2026-04-24T22:58:47.864633+00:00,Cable Kickback,Patada de glúteo en polea,cable,gym,True,hip_extension,,cable-kickback,"Attach an ankle cuff to a low cable pulley. Stand facing the machine and hold the frame for balance. Shift weight to one leg. Kick the working leg back and up by contracting the glute, keeping the leg nearly straight. Squeeze at the top. Lower with control. Complete reps then switch legs."
5ea40e6b-7523-4676-ae65-4fdc3d9ac80a,legs,glutes,beginner,,The glute bridge is a fundamental hip extension exercise that activates the gluteus maximus with minimal lower back stress. It is performed lying on the floor and is ideal for beginners or as a warm-up movement.,2026-04-24T22:58:47.864633+00:00,Glute Bridge,Puente de glúteo,bodyweight,calisthenics,True,hip_extension,,glute-bridge,"Lie on your back with knees bent and feet flat on the floor, hip-width apart. Drive through your heels to lift your hips off the floor until your body forms a straight line from knees to shoulders. Squeeze your glutes hard at the top. Lower your hips back to the floor. Repeat for desired reps."
f6e653f7-6fd8-48f1-b813-de2e1921b93f,legs,glutes,intermediate,,"The hip thrust is the most effective exercise for gluteus maximus development. Performed with the upper back on a bench and a barbell across the hips, it provides peak glute contraction under load.",2026-04-24T22:58:47.864633+00:00,Hip Thrust,Hip thrust,barbell,gym,True,hip_extension,,hip-thrust,Place your upper back against a bench with a barbell across your hips. Plant your feet flat on the floor hip-width apart. Drive through your heels to thrust your hips up until your body is parallel to the floor. Squeeze your glutes hard at the top. Lower your hips to the floor. Repeat for desired reps.
a257b94e-9403-4aa5-add7-6ee2f49cf770,legs,glutes medius,beginner,,"Hip abduction exercises target the gluteus medius and minimus, which are crucial for hip stability, knee alignment, and single-leg athletic movements. Commonly performed on a machine or with a band.",2026-04-24T22:58:47.864633+00:00,Hip Abduction,Abducción de cadera,machine,gym,True,hip_abduction,,hip-abduction,Sit on the hip abduction machine with pads on the outside of your thighs. Press your legs apart against the resistance by contracting your outer glutes. Hold briefly at the end range. Slowly return to the starting position. Repeat for desired reps.
4ffa0fe6-2947-4138-b09b-602923e18c0d,legs,glutes/adductors,beginner,,The sumo squat uses a wide stance with toes pointed out to shift emphasis toward the inner thighs (adductors) and glutes compared to a standard squat. Can be performed with a dumbbell or kettlebell.,2026-04-24T22:58:47.864633+00:00,Sumo Squat,Sentadilla sumo,dumbbell,gym,True,squat,,sumo-squat,Stand with feet wider than shoulder-width and toes pointed out at 45 degrees. Hold a dumbbell or kettlebell in front of you. Push your knees out over your toes and lower your hips until thighs are parallel to the floor. Drive through your heels to stand back up. Squeeze your glutes at the top. Repeat for desired reps.
9f882e80-6b9c-4b00-8172-b11efdf8c10c,legs,glutes/hamstrings,intermediate,,The cable pull-through is a hip hinge movement using a low cable pulley that targets the glutes and hamstrings. It teaches proper hip hinge mechanics with constant cable tension.,2026-04-24T22:58:47.864633+00:00,Cable Pull-Through,Pull-through en polea,cable,gym,True,hip_hinge,,cable-pull-through,"Attach a rope to a low cable pulley. Stand facing away from the machine and grip the rope between your legs. Hinge forward at the hips, letting the rope pull back between your thighs. Drive your hips forward explosively to stand upright, squeezing your glutes at the top. Repeat for desired reps."
b8c3ff2a-9a43-41c6-803a-b6edec792676,legs,glutes/hamstrings,advanced,,"The sumo deadlift uses a wide stance with a narrow grip, reducing the range of motion and shifting emphasis to the inner thighs, glutes, and quads compared to the conventional deadlift.",2026-04-24T22:58:47.864633+00:00,Sumo Deadlift,Peso muerto sumo,barbell,gym,True,hip_hinge,,sumo-deadlift,"Stand with feet wider than shoulder-width and toes pointed out. Place hands inside your legs on the bar with an overhand or mixed grip. Push your knees out and keep your chest up. Drive through your legs to lift the bar, keeping it close to your body. Lock out hips and knees at the top. Lower with control. Repeat for desired reps."
df4dba4f-6994-42c4-92e3-cb1461495597,legs,glutes/quads,intermediate,,"The Bulgarian split squat is a single-leg squat with the rear foot elevated. It develops unilateral quad, glute, and hip flexor strength while exposing and correcting imbalances between sides.",2026-04-24T22:58:47.864633+00:00,Bulgarian Split Squat,Sentadilla búlgara,dumbbells,gym,True,split_squat,,bulgarian-split-squat,Stand in front of a bench and place one foot on top behind you. Hop the front foot forward enough to create a 90-degree knee angle at the bottom. Lower your hips until the front thigh is parallel to the floor and the back knee nearly touches the ground. Drive through the front heel to stand. Complete reps then switch legs.
bc34a4f9-bd9c-4de5-b765-97450c077475,legs,glutes/quads,beginner,,"The lunge is a fundamental unilateral lower body exercise targeting the quads, glutes, and hamstrings. It also challenges balance and hip mobility in a split stance position.",2026-04-24T22:58:47.864633+00:00,Lunge,Zancada,bodyweight,calisthenics,True,split_squat,,lunge,Stand with feet hip-width apart. Step forward with one foot and lower your body until both knees are bent at about 90 degrees. Keep your front knee over your foot and back knee just above the floor. Push through your front heel to return to the starting position. Repeat on the same leg or alternate legs for desired reps.
1c3e0e6b-5745-469c-91b6-ab0f55c0c78a,legs,glutes/quads,beginner,,"The reverse lunge steps backward instead of forward, reducing knee stress compared to the forward lunge. It emphasizes glute and hamstring activation while maintaining stability.",2026-04-24T22:58:47.864633+00:00,Reverse Lunge,Zancada hacia atrás,bodyweight,calisthenics,True,split_squat,,reverse-lunge,Stand with feet hip-width apart. Step one foot back and lower your back knee toward the floor until both knees are at 90 degrees. Keep your front knee over your ankle. Push through your front heel to return to standing. Alternate legs or complete all reps on one side. Repeat for desired reps.
8804179a-2f68-4fcf-8663-bf2a7c8a739c,legs,glutes/quads,beginner,,The step-up is a unilateral leg exercise using a box or bench that targets the quads and glutes. It develops single-leg strength and balance in a functional movement pattern.,2026-04-24T22:58:47.864633+00:00,Step-Up,Subida al cajón,dumbbells,functional,True,step_up,,step-up,Stand in front of a box or bench. Step up with one foot and drive through that heel to lift your body onto the box. Stand fully upright on top. Step back down with the trailing foot. Repeat on the same leg or alternate. Complete desired reps.
34ed5980-1522-4151-9715-69a5f1d88fd6,legs,glutes/quads,beginner,,"The walking lunge is a dynamic lunge variation where you move continuously forward, increasing time under tension and cardiovascular demand compared to stationary lunges.",2026-04-24T22:58:47.864633+00:00,Walking Lunge,Zancada caminando,dumbbells,gym,True,split_squat,,walking-lunge,"Stand with feet hip-width apart. Step forward with one foot into a lunge, lowering until both knees are at 90 degrees. Drive through the front foot to step forward into the next lunge with the opposite leg. Continue walking forward for the desired distance or reps. Maintain upright posture throughout."
1ee7aa8d-7d2b-4f4d-93b4-338a01d2f1a2,legs,hamstrings,beginner,,"The leg curl is an isolation exercise for the hamstrings performed on a machine in lying, seated, or standing position. It is essential for balanced leg development and knee health.",2026-04-24T22:58:47.864633+00:00,Leg Curl,Curl femoral,machine,gym,True,knee_flexion,,leg-curl,"Set up on the leg curl machine following its design (lying, seated, or standing). Adjust the pad to the back of your lower legs just above the ankles. Curl your legs toward your glutes by flexing your hamstrings. Squeeze at the top. Lower with control. Repeat for desired reps."
dc36335d-49b8-48e5-bdda-b1839a5f2c18,legs,hamstrings,beginner,,"The lying leg curl is the most common hamstring isolation exercise, performed face-down on a machine. The prone position maximally stretches the hamstrings at the start for a greater range of motion.",2026-04-24T22:58:47.864633+00:00,Lying Leg Curl,Curl femoral acostado,machine,gym,True,knee_flexion,,lying-leg-curl,Lie face down on the leg curl machine and position the roller pad just above your Achilles tendon. Grip the handles for stability. Curl your legs toward your glutes by flexing your hamstrings. Squeeze at the top of the movement. Lower with control back to the starting position. Repeat for desired reps.
1c72b858-5d74-475c-849b-f66163d6fae8,legs,hamstrings,intermediate,,The Romanian deadlift (RDL) is a hip hinge movement with legs nearly straight that maximally stretches and loads the hamstrings under tension. It is the primary hamstring mass builder.,2026-04-24T22:58:47.864633+00:00,Romanian Deadlift,Peso muerto rumano,barbell,gym,True,hip_hinge,,romanian-deadlift,"Stand holding a barbell or dumbbells at hip level with feet hip-width apart. Push your hips back while lowering the weight down your legs, keeping a slight knee bend. Keep your back flat and maintain a neutral spine. Feel the hamstring stretch at the bottom. Drive your hips forward to return to standing. Squeeze your glutes at the top. Repeat for desired reps."
d88dd669-0ce8-4379-a6e8-109e659f2aac,legs,hamstrings,beginner,,"The seated leg curl targets the hamstrings from a seated position where the hip is flexed, placing the hamstrings under greater stretch for a different stimulus than the lying version.",2026-04-24T22:58:47.864633+00:00,Seated Leg Curl,Curl femoral sentado,machine,gym,True,knee_flexion,,seated-leg-curl,Sit on the seated leg curl machine and adjust the pads so they rest just above the ankles. Grip the handles. Curl your legs down and back by flexing your hamstrings. Squeeze at the bottom of the movement. Slowly return to the starting position. Repeat for desired reps.
24d2bd90-3122-4497-9fc9-e44ceb77bfc9,legs,hamstrings,intermediate,,The stiff-leg deadlift is a hamstring hinge exercise performed with straight legs to maximize the stretch on the hamstrings. It differs from the RDL by keeping legs completely straight.,2026-04-24T22:58:47.864633+00:00,Stiff-Leg Deadlift,Peso muerto piernas rígidas,barbell,gym,True,hip_hinge,,stiff-leg-deadlift,Stand holding a barbell or dumbbells with legs completely straight or with a very minimal knee bend. Hinge at the hips and lower the weight toward the floor while keeping your back flat. Feel the deep hamstring and lower back stretch at the bottom. Return to standing by extending your hips. Repeat for desired reps.
79c5bef1-3366-4f91-aeb1-7be1e776061f,legs,quadriceps,intermediate,,"The barbell back squat is the king of lower body exercises, targeting the quads, glutes, hamstrings, and core under heavy load. It is the most effective compound movement for lower body mass.",2026-04-24T22:58:47.864633+00:00,Barbell Back Squat,Sentadilla trasera con barra,barbell,gym,True,squat,,barbell-back-squat,"Place a barbell on your upper back and stand with feet slightly wider than shoulder-width, toes pointed slightly out. Take a deep breath and brace your core. Push your knees out over your toes and sit your hips back and down until thighs are parallel to the floor. Drive through your heels to stand. Repeat for desired reps."
4f6b3580-b0c1-484e-93af-b5b8702e179b,legs,quadriceps,intermediate,,The box squat uses a box or bench as a depth target and briefly breaks momentum at the bottom. It develops quad and glute strength with consistent depth and reduced spinal stress.,2026-04-24T22:58:47.864633+00:00,Box Squat,Sentadilla al cajón,barbell,gym,True,squat,,box-squat,"Set a box or bench to the desired depth behind you. Stand with feet shoulder-width apart and toes slightly out. Sit back onto the box in a controlled manner, shifting weight to your heels. Pause briefly on the box. Drive explosively through your heels to stand. Repeat for desired reps."
ec945d90-bdd8-43c9-b277-1fd77efbf25f,legs,quadriceps,advanced,,"The front squat holds the barbell in front of the body across the shoulders, increasing quad dominance and requiring greater core strength and upper back mobility than the back squat.",2026-04-24T22:58:47.864633+00:00,Front Squat,Sentadilla frontal,barbell,gym,True,squat,,front-squat,Hold the barbell in a front rack position across your front deltoids. Stand with feet shoulder-width apart and toes slightly out. Keep your elbows high and chest up. Sit down and forward until thighs are parallel to the floor. Drive through your feet to stand. Repeat for desired reps.
